no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
3, Not Graduate, No,2800000.0,5900000.0,4,461.0,1600000.0,400000.0,8900000.0,2800000.0, Rejected
2, Graduate, No,7800000.0,22200000.0,10,735.0,9700000.0,4600000.0,23000000.0,6900000.0, Approved
4, Graduate, Yes,2500000.0,8400000.0,12,761.0,6300000.0,1300000.0,8400000.0,1600000.0, Approved
0, Graduate, No,4400000.0,10600000.0,20,653.0,6800000.0,4600000.0,16800000.0,5400000.0, Approved
0, Not Graduate, No,7900000.0,30800000.0,4,726.0,5000000.0,,23800000.0,5500000.0, Approved
1, Graduate, No,8900000.0,22600000.0,18,617.0,8400000.0,,27900000.0,, Approved
0, Graduate, No,5600000.0,13400000.0,2,460.0,3400000.0,4100000.0,14800000.0,4100000.0, Rejected
1, Not Graduate, No,1400000.0,3300000.0,8,,3200000.0,800000.0,2700000.0,800000.0, Rejected
5, Graduate, Yes,,,4,471.0,500000.0,,,, Rejected
1, Graduate, Yes,5100000.0,15300000.0,4,628.0,6900000.0,3300000.0,17600000.0,2700000.0, Approved
3, Graduate, No,,25600000.0,10,404.0,,6700000.0,,, Rejected
2, Graduate, Yes,8600000.0,21600000.0,16,804.0,15400000.0,300000.0,26800000.0,7100000.0, Approved
3, Not Graduate, No,1600000.0,3900000.0,20,804.0,900000.0,2500000.0,3200000.0,800000.0, Approved
1, Not Graduate, Yes,2500000.0,6700000.0,2,502.0,3400000.0,2600000.0,9400000.0,1400000.0, Rejected
0, Graduate, No,,22600000.0,6,861.0,,13200000.0,29000000.0,5600000.0, Approved
2, Not Graduate, Yes,3000000.0,7800000.0,14,555.0,6600000.0,2700000.0,9600000.0,1700000.0, Approved
0, Not Graduate, No,5100000.0,13600000.0,18,351.0,1700000.0,3700000.0,14400000.0,7600000.0, Rejected
2, Not Graduate, Yes,7600000.0,23600000.0,6,358.0,20200000.0,2900000.0,22100000.0,10900000.0, Rejected
5, Graduate, No,8800000.0,18800000.0,14,836.0,17300000.0,10100000.0,,5400000.0, Approved
4, Not Graduate, Yes,1100000.0,2900000.0,4,554.0,2800000.0,1000000.0,4100000.0,1600000.0, Approved
3, Graduate, No,8700000.0,30500000.0,2,443.0,11800000.0,1800000.0,24600000.0,8100000.0, Approved
5, Not Graduate, No,6100000.0,23600000.0,4,725.0,17400000.0,5100000.0,15600000.0,4800000.0, Approved
2, Not Graduate, Yes,1900000.0,7000000.0,14,818.0,4800000.0,3500000.0,4500000.0,2100000.0, Approved
1, Not Graduate, No,,,6,670.0,19400000.0,12600000.0,,6500000.0, Approved
0, Graduate, No,5800000.0,21100000.0,6,414.0,7900000.0,2400000.0,16000000.0,5600000.0, Rejected
2, Not Graduate, Yes,,,8,,,,19200000.0,, Approved
3, Graduate, Yes,7900000.0,26600000.0,12,409.0,17100000.0,1400000.0,22500000.0,8700000.0, Rejected
1, Not Graduate, Yes,1300000.0,4500000.0,14,679.0,2700000.0,2100000.0,3700000.0,1600000.0, Approved
4, Graduate, Yes,700000.0,2600000.0,18,478.0,600000.0,600000.0,2100000.0,, Rejected
3, Graduate, No,600000.0,,2,752.0,1100000.0,500000.0,2300000.0,700000.0, Approved
0, Graduate, No,9400000.0,,4,616.0,15400000.0,5000000.0,25100000.0,7800000.0, Approved
2, Not Graduate, Yes,3800000.0,12500000.0,14,842.0,3700000.0,6700000.0,14600000.0,5300000.0, Approved
3, Graduate, Yes,7800000.0,26300000.0,20,840.0,1200000.0,11300000.0,24100000.0,5300000.0, Approved
3, Graduate, Yes,7800000.0,27700000.0,6,430.0,2000000.0,8000000.0,26100000.0,5300000.0, Rejected
4, Not Graduate, No,2700000.0,7000000.0,4,351.0,1100000.0,2300000.0,8300000.0,2700000.0, Rejected
5, Not Graduate, No,600000.0,2300000.0,4,347.0,,,1900000.0,, Rejected
3, Not Graduate, Yes,8000000.0,28800000.0,10,576.0,18800000.0,7500000.0,16300000.0,, Approved
0, Not Graduate, Yes,4000000.0,11000000.0,8,799.0,4400000.0,6100000.0,14700000.0,4200000.0, Approved
1, Not Graduate, Yes,3300000.0,10800000.0,2,550.0,6000000.0,3800000.0,11000000.0,4700000.0, Approved
2, Graduate, No,5800000.0,13300000.0,4,,8400000.0,5400000.0,18600000.0,4500000.0, Approved
3, Graduate, Yes,2400000.0,4800000.0,12,,6800000.0,300000.0,7300000.0,3300000.0, Approved
4, Not Graduate, No,7600000.0,29700000.0,6,603.0,3200000.0,2900000.0,27800000.0,11000000.0, Approved
2, Not Graduate, Yes,2500000.0,6900000.0,12,,5800000.0,1600000.0,6400000.0,3600000.0, Rejected
2, Graduate, No,3300000.0,11800000.0,4,393.0,5700000.0,3700000.0,6800000.0,2600000.0, Approved
3, Graduate, No,,30300000.0,2,612.0,10700000.0,4600000.0,,5600000.0, Approved
0, Graduate, Yes,1000000.0,3800000.0,8,553.0,2500000.0,1000000.0,2100000.0,1300000.0, Approved
0, Not Graduate, Yes,2500000.0,8800000.0,14,389.0,7300000.0,1400000.0,8500000.0,3600000.0, Rejected
0, Graduate, No,1900000.0,6800000.0,4,782.0,,3400000.0,4900000.0,2400000.0, Approved
3, Graduate, No,3100000.0,8500000.0,12,493.0,8700000.0,5100000.0,12000000.0,2000000.0, Rejected
5, Graduate, Yes,6000000.0,11900000.0,2,629.0,2500000.0,,19200000.0,4200000.0, Approved
5, Not Graduate, No,6500000.0,21600000.0,10,419.0,1600000.0,10900000.0,22300000.0,6600000.0, Rejected
2, Not Graduate, Yes,5900000.0,15800000.0,2,444.0,14300000.0,4300000.0,20300000.0,5500000.0, Rejected
5, Not Graduate, Yes,6500000.0,15800000.0,16,,9200000.0,9900000.0,17400000.0,7100000.0, Rejected
0, Graduate, Yes,3800000.0,11200000.0,20,479.0,1100000.0,6400000.0,12000000.0,5400000.0, Rejected
3, Not Graduate, Yes,3000000.0,11400000.0,10,424.0,1800000.0,4200000.0,10900000.0,1500000.0, Rejected
0, Graduate, No,4300000.0,16900000.0,18,469.0,,5800000.0,12000000.0,6200000.0, Rejected
4, Not Graduate, Yes,3500000.0,8300000.0,2,,7900000.0,5500000.0,12600000.0,1800000.0, Approved
3, Not Graduate, No,,,2,477.0,700000.0,200000.0,,, Rejected
3, Not Graduate, Yes,600000.0,,16,509.0,600000.0,300000.0,2400000.0,900000.0, Rejected
0, Graduate, Yes,800000.0,,4,752.0,2300000.0,1100000.0,3200000.0,, Approved
0, Not Graduate, Yes,5600000.0,19100000.0,14,,16700000.0,4700000.0,15100000.0,7700000.0, Approved
2, Not Graduate, Yes,1800000.0,3600000.0,4,343.0,3400000.0,1100000.0,6200000.0,1500000.0, Rejected
0, Graduate, No,6800000.0,20800000.0,20,819.0,16500000.0,11900000.0,26700000.0,8000000.0, Approved
2, Graduate, Yes,4200000.0,16800000.0,2,433.0,3300000.0,,14100000.0,3700000.0, Approved
1, Not Graduate, Yes,,,6,768.0,300000.0,,,, Approved
2, Graduate, Yes,8500000.0,,6,714.0,17000000.0,900000.0,26600000.0,5600000.0, Approved
2, Not Graduate, Yes,2800000.0,10100000.0,16,531.0,2900000.0,2900000.0,7200000.0,4100000.0, Rejected
0, Graduate, Yes,3600000.0,8600000.0,6,529.0,3500000.0,3300000.0,11300000.0,5200000.0, Rejected
1, Not Graduate, No,6200000.0,19500000.0,20,448.0,3300000.0,7100000.0,22400000.0,8000000.0, Rejected
1, Graduate, No,2700000.0,10000000.0,2,584.0,6500000.0,2700000.0,7700000.0,3400000.0, Approved
1, Graduate, No,6800000.0,22900000.0,4,501.0,3900000.0,9400000.0,17300000.0,4400000.0, Approved
2, Not Graduate, No,6300000.0,24500000.0,18,848.0,10200000.0,3500000.0,18200000.0,8200000.0, Approved
4, Not Graduate, No,8800000.0,19100000.0,6,586.0,17600000.0,8800000.0,20600000.0,, Approved
1, Graduate, No,5900000.0,13000000.0,2,386.0,16300000.0,5000000.0,12000000.0,3800000.0, Rejected
5, Not Graduate, Yes,,,18,,6700000.0,4900000.0,,6200000.0, Rejected
2, Graduate, No,3300000.0,8300000.0,6,653.0,4700000.0,3100000.0,8300000.0,4600000.0, Approved
4, Graduate, Yes,,,14,448.0,700000.0,,,, Rejected
1, Not Graduate, Yes,4800000.0,11600000.0,16,696.0,1400000.0,9400000.0,11800000.0,6500000.0, Approved
1, Graduate, No,7500000.0,28300000.0,16,707.0,9700000.0,1100000.0,16300000.0,6700000.0, Approved
2, Not Graduate, No,8600000.0,21700000.0,4,429.0,5500000.0,10800000.0,30900000.0,6000000.0, Rejected
4, Not Graduate, No,8900000.0,21100000.0,6,631.0,4200000.0,200000.0,25800000.0,6200000.0, Approved
5, Not Graduate, Yes,,29600000.0,4,446.0,,3500000.0,,, Approved
0, Graduate, Yes,7700000.0,18100000.0,18,705.0,6100000.0,5100000.0,23800000.0,6300000.0, Approved
3, Not Graduate, Yes,7000000.0,15200000.0,2,709.0,10300000.0,12500000.0,20700000.0,4000000.0, Approved
4, Not Graduate, Yes,7800000.0,19500000.0,14,739.0,1900000.0,9000000.0,20400000.0,4400000.0, Approved
3, Graduate, No,5100000.0,11000000.0,6,336.0,,5800000.0,11600000.0,7500000.0, Rejected
4, Graduate, No,9400000.0,,4,,18200000.0,4000000.0,22000000.0,10200000.0, Approved
4, Not Graduate, Yes,600000.0,2100000.0,6,558.0,1300000.0,1000000.0,2200000.0,, Approved
3, Graduate, No,5100000.0,13300000.0,4,589.0,11200000.0,2700000.0,20200000.0,6100000.0, Approved
2, Graduate, Yes,3800000.0,14400000.0,2,,2300000.0,1400000.0,7600000.0,2400000.0, Rejected
2, Not Graduate, Yes,5300000.0,21200000.0,14,516.0,2200000.0,5000000.0,20900000.0,7700000.0, Rejected
5, Not Graduate, No,1100000.0,3600000.0,12,,1300000.0,700000.0,3100000.0,1400000.0, Rejected
3, Not Graduate, No,6400000.0,14400000.0,10,546.0,10600000.0,10000000.0,21200000.0,5100000.0, Rejected
0, Not Graduate, Yes,5100000.0,14500000.0,14,559.0,11000000.0,1100000.0,12300000.0,6000000.0, Approved
3, Graduate, Yes,5300000.0,16900000.0,2,350.0,15800000.0,3100000.0,14300000.0,6800000.0, Approved
1, Graduate, No,6700000.0,18700000.0,8,583.0,9300000.0,4100000.0,17100000.0,6900000.0, Approved
2, Not Graduate, No,4000000.0,9400000.0,8,,4400000.0,3700000.0,10200000.0,4800000.0, Approved
2, Not Graduate, Yes,3900000.0,11600000.0,8,808.0,5800000.0,3100000.0,12900000.0,5000000.0, Approved
1, Graduate, Yes,1600000.0,4900000.0,16,487.0,4300000.0,1100000.0,3900000.0,2000000.0, Rejected
3, Graduate, No,2700000.0,7800000.0,14,,5400000.0,5300000.0,5700000.0,2100000.0, Approved
3, Graduate, No,1400000.0,3800000.0,8,840.0,1700000.0,200000.0,5300000.0,1500000.0, Approved
4, Not Graduate, Yes,8000000.0,19200000.0,18,682.0,2500000.0,8900000.0,19000000.0,5300000.0, Approved
3, Graduate, Yes,8200000.0,28900000.0,10,668.0,,4500000.0,28700000.0,10900000.0, Approved
5, Graduate, Yes,4800000.0,10300000.0,8,781.0,4800000.0,6800000.0,11100000.0,4300000.0, Approved
4, Graduate, No,8100000.0,19000000.0,6,375.0,4100000.0,,19100000.0,, Rejected
4, Not Graduate, No,5900000.0,14900000.0,14,857.0,2600000.0,9500000.0,16000000.0,3500000.0, Approved
5, Graduate, Yes,8100000.0,,6,823.0,18200000.0,1800000.0,24100000.0,6500000.0, Approved
0, Graduate, No,1400000.0,5000000.0,8,686.0,1800000.0,1900000.0,3200000.0,1500000.0, Approved
1, Graduate, No,1600000.0,6300000.0,2,721.0,3000000.0,600000.0,5200000.0,900000.0, Approved
4, Graduate, No,4600000.0,9400000.0,18,545.0,800000.0,2400000.0,11500000.0,6300000.0, Rejected
1, Not Graduate, No,2900000.0,8900000.0,6,523.0,900000.0,5600000.0,9700000.0,1800000.0, Rejected
2, Graduate, Yes,8600000.0,24900000.0,20,607.0,13600000.0,7600000.0,,5400000.0, Approved
4, Not Graduate, No,3800000.0,14900000.0,20,428.0,6500000.0,3500000.0,12200000.0,2500000.0, Rejected
0, Not Graduate, No,8200000.0,20300000.0,4,666.0,13100000.0,10200000.0,25900000.0,7800000.0, Approved
3, Graduate, No,3200000.0,10100000.0,20,704.0,3400000.0,4800000.0,9000000.0,3900000.0, Approved
0, Not Graduate, Yes,8100000.0,23800000.0,10,794.0,5400000.0,,20700000.0,8800000.0, Approved
1, Graduate, Yes,,23300000.0,12,430.0,3200000.0,12600000.0,30500000.0,, Rejected
0, Not Graduate, No,,,20,615.0,500000.0,200000.0,,, Approved
0, Not Graduate, No,6600000.0,14100000.0,20,360.0,6800000.0,5100000.0,25400000.0,7800000.0, Rejected
0, Not Graduate, No,9100000.0,18300000.0,14,458.0,6100000.0,9200000.0,,10000000.0, Rejected
2, Not Graduate, No,5500000.0,20400000.0,12,,8800000.0,9400000.0,12300000.0,3300000.0, Approved
4, Not Graduate, No,7200000.0,27400000.0,8,735.0,14100000.0,,19400000.0,9500000.0, Approved
1, Not Graduate, No,2400000.0,5600000.0,16,379.0,3700000.0,600000.0,7200000.0,3400000.0, Rejected
4, Graduate, No,,25500000.0,20,544.0,4000000.0,11400000.0,23800000.0,11100000.0, Rejected
1, Graduate, Yes,5800000.0,16700000.0,12,721.0,1100000.0,9700000.0,17200000.0,7500000.0, Approved
4, Not Graduate, No,2300000.0,6000000.0,8,676.0,6000000.0,400000.0,4800000.0,2200000.0, Approved
1, Not Graduate, No,,,4,342.0,800000.0,,,, Approved
0, Not Graduate, No,,27000000.0,16,566.0,3500000.0,,,, Approved
2, Not Graduate, No,3500000.0,14000000.0,2,355.0,8700000.0,1600000.0,11800000.0,2900000.0, Approved
2, Graduate, No,4800000.0,18500000.0,20,605.0,5700000.0,5500000.0,14700000.0,5800000.0, Approved
2, Not Graduate, No,1600000.0,5200000.0,16,525.0,300000.0,2900000.0,5600000.0,1600000.0, Rejected
5, Graduate, Yes,800000.0,2500000.0,12,403.0,500000.0,,3200000.0,800000.0, Rejected
1, Graduate, Yes,9000000.0,,18,727.0,18800000.0,10500000.0,28100000.0,5300000.0, Approved
1, Graduate, No,8300000.0,28900000.0,12,529.0,18300000.0,3900000.0,,5800000.0, Rejected
4, Graduate, No,2800000.0,6100000.0,18,415.0,2200000.0,4200000.0,8400000.0,2000000.0, Rejected
1, Graduate, Yes,6400000.0,17300000.0,10,,10000000.0,1100000.0,15400000.0,8200000.0, Approved
2, Not Graduate, Yes,6000000.0,12600000.0,16,649.0,4800000.0,5300000.0,23900000.0,5100000.0, Approved
0, Graduate, No,2900000.0,9800000.0,16,395.0,5400000.0,4300000.0,8600000.0,2400000.0, Rejected
0, Graduate, No,6500000.0,24100000.0,20,488.0,3300000.0,6000000.0,22900000.0,9700000.0, Rejected
1, Graduate, Yes,,,8,569.0,,200000.0,,, Approved
1, Not Graduate, No,8400000.0,24600000.0,14,817.0,1800000.0,13100000.0,31300000.0,8200000.0, Approved
1, Graduate, Yes,6100000.0,17800000.0,20,706.0,16000000.0,10900000.0,16900000.0,4300000.0, Approved
2, Graduate, Yes,8000000.0,,8,553.0,6800000.0,3500000.0,21000000.0,10300000.0, Approved
5, Not Graduate, Yes,900000.0,1800000.0,14,464.0,2300000.0,300000.0,,700000.0, Rejected
2, Graduate, No,7300000.0,20000000.0,6,729.0,13100000.0,10700000.0,17900000.0,9100000.0, Approved
4, Not Graduate, Yes,3700000.0,7400000.0,12,363.0,4800000.0,6800000.0,10500000.0,4400000.0, Rejected
2, Graduate, No,5200000.0,17200000.0,12,565.0,3500000.0,1300000.0,20000000.0,6300000.0, Approved
1, Graduate, No,7200000.0,21000000.0,14,421.0,3500000.0,11600000.0,21800000.0,4600000.0, Rejected
0, Not Graduate, Yes,9400000.0,,10,512.0,13100000.0,,,6300000.0, Rejected
3, Not Graduate, Yes,3400000.0,12400000.0,2,730.0,2500000.0,3900000.0,12200000.0,4600000.0, Approved
0, Graduate, No,600000.0,2300000.0,8,627.0,1800000.0,500000.0,2200000.0,, Approved
0, Not Graduate, Yes,3300000.0,10000000.0,16,434.0,3000000.0,4100000.0,12900000.0,4100000.0, Rejected
2, Graduate, Yes,5900000.0,14300000.0,2,410.0,11900000.0,4400000.0,16900000.0,4100000.0, Rejected
3, Not Graduate, No,1300000.0,3600000.0,16,624.0,2400000.0,2300000.0,3300000.0,1900000.0, Approved
4, Graduate, Yes,5700000.0,16900000.0,4,656.0,13000000.0,7400000.0,22000000.0,8400000.0, Approved
2, Not Graduate, No,7700000.0,27300000.0,16,758.0,7300000.0,4600000.0,24800000.0,9100000.0, Approved
4, Not Graduate, Yes,7000000.0,23500000.0,18,336.0,15000000.0,9500000.0,19700000.0,7800000.0, Rejected
5, Graduate, No,8100000.0,21900000.0,18,378.0,5200000.0,3400000.0,16200000.0,9600000.0, Rejected
1, Graduate, Yes,1900000.0,4200000.0,4,620.0,4700000.0,2800000.0,7500000.0,900000.0, Approved
2, Graduate, No,4500000.0,9100000.0,18,593.0,,600000.0,12400000.0,2500000.0, Approved
0, Not Graduate, Yes,,,12,710.0,,10300000.0,,7800000.0, Approved
1, Not Graduate, Yes,5400000.0,20700000.0,8,753.0,1900000.0,800000.0,19000000.0,3600000.0, Approved
1, Not Graduate, Yes,7800000.0,27200000.0,16,454.0,16100000.0,3400000.0,17100000.0,, Rejected
1, Graduate, Yes,8200000.0,19100000.0,8,619.0,17200000.0,12200000.0,,6600000.0, Approved
2, Graduate, No,8900000.0,28500000.0,6,367.0,,,21500000.0,9300000.0, Rejected
1, Graduate, No,1400000.0,3100000.0,20,384.0,,1200000.0,4200000.0,1800000.0, Rejected
2, Graduate, No,1700000.0,5900000.0,16,610.0,3100000.0,300000.0,3700000.0,1300000.0, Approved
0, Graduate, No,5300000.0,19500000.0,12,802.0,9800000.0,3300000.0,15200000.0,3200000.0, Approved
3, Graduate, No,6500000.0,25200000.0,10,858.0,15400000.0,10900000.0,14000000.0,8100000.0, Approved
2, Graduate, No,5900000.0,14000000.0,8,599.0,4700000.0,9500000.0,17800000.0,6700000.0, Approved
4, Graduate, Yes,,27000000.0,2,395.0,18700000.0,3000000.0,23000000.0,9700000.0, Rejected
3, Graduate, Yes,7700000.0,16200000.0,6,380.0,11500000.0,,22500000.0,6400000.0, Rejected
1, Graduate, No,7900000.0,27100000.0,10,803.0,20000000.0,9800000.0,22200000.0,6600000.0, Approved
4, Graduate, No,3500000.0,8900000.0,20,809.0,7100000.0,1500000.0,13700000.0,3200000.0, Approved
4, Not Graduate, No,2400000.0,6600000.0,2,722.0,6100000.0,3300000.0,5600000.0,3000000.0, Approved
5, Graduate, No,,,10,392.0,7900000.0,4300000.0,,, Rejected
0, Graduate, No,3900000.0,14500000.0,8,545.0,5900000.0,3000000.0,10300000.0,3400000.0, Rejected
2, Not Graduate, Yes,7300000.0,28500000.0,10,799.0,,3100000.0,15800000.0,4300000.0, Approved
0, Graduate, Yes,6400000.0,21900000.0,12,727.0,15400000.0,10100000.0,24000000.0,5300000.0, Approved
4, Graduate, No,7100000.0,19800000.0,18,530.0,7100000.0,3400000.0,20900000.0,7100000.0, Rejected
2, Not Graduate, No,8800000.0,19000000.0,14,637.0,13700000.0,13900000.0,27100000.0,6100000.0, Approved
5, Graduate, No,7400000.0,21000000.0,4,561.0,,3800000.0,26400000.0,3900000.0, Approved
2, Not Graduate, No,4400000.0,12000000.0,20,421.0,9300000.0,2700000.0,15700000.0,3400000.0, Rejected
3, Graduate, Yes,8600000.0,30300000.0,14,459.0,12000000.0,4100000.0,23800000.0,9100000.0, Rejected
3, Not Graduate, No,6900000.0,26000000.0,14,828.0,14800000.0,4200000.0,18500000.0,3600000.0, Approved
4, Graduate, No,,27500000.0,20,679.0,,7500000.0,,6300000.0, Approved
2, Graduate, Yes,8100000.0,25700000.0,8,455.0,,11500000.0,19800000.0,9500000.0, Rejected
0, Not Graduate, No,2600000.0,9400000.0,18,,2800000.0,1400000.0,5100000.0,2300000.0, Approved
3, Graduate, Yes,9300000.0,26100000.0,14,636.0,4700000.0,,,, Approved
2, Not Graduate, Yes,2100000.0,5600000.0,16,426.0,400000.0,300000.0,7100000.0,1200000.0, Rejected
4, Not Graduate, Yes,9000000.0,21500000.0,14,508.0,16600000.0,,24300000.0,, Rejected
3, Not Graduate, Yes,7000000.0,19200000.0,4,768.0,8600000.0,13700000.0,19200000.0,7700000.0, Approved
3, Not Graduate, No,2200000.0,6400000.0,20,667.0,6300000.0,3900000.0,8300000.0,2900000.0, Approved
5, Graduate, Yes,7500000.0,28200000.0,2,440.0,8200000.0,5800000.0,24400000.0,6000000.0, Approved
1, Graduate, Yes,8300000.0,16800000.0,2,366.0,,6600000.0,27300000.0,4500000.0, Rejected
2, Not Graduate, No,,,2,383.0,600000.0,300000.0,,, Rejected
0, Not Graduate, Yes,,,4,603.0,800000.0,200000.0,,, Approved
3, Graduate, No,3900000.0,14900000.0,4,728.0,4700000.0,4000000.0,14900000.0,5500000.0, Approved
0, Not Graduate, No,6600000.0,20300000.0,6,549.0,10800000.0,900000.0,23100000.0,9800000.0, Rejected
0, Graduate, No,4100000.0,10700000.0,8,855.0,11500000.0,700000.0,11200000.0,3100000.0, Approved
5, Graduate, Yes,1800000.0,5300000.0,12,461.0,2800000.0,2000000.0,4700000.0,2000000.0, Rejected
3, Not Graduate, Yes,7000000.0,16100000.0,16,379.0,2000000.0,5200000.0,23000000.0,10000000.0, Rejected
2, Not Graduate, Yes,5100000.0,13700000.0,6,559.0,7800000.0,9800000.0,12700000.0,5100000.0, Approved
1, Not Graduate, Yes,,,8,816.0,600000.0,300000.0,,, Approved
4, Not Graduate, Yes,4300000.0,11400000.0,2,560.0,10000000.0,3900000.0,8900000.0,3300000.0, Approved
0, Graduate, Yes,3200000.0,12000000.0,14,645.0,5200000.0,1400000.0,12100000.0,3400000.0, Approved
4, Not Graduate, Yes,4200000.0,11500000.0,6,551.0,10600000.0,7600000.0,11300000.0,5000000.0, Approved
0, Not Graduate, Yes,,22900000.0,8,515.0,4300000.0,,,7800000.0, Rejected
4, Graduate, No,1300000.0,3600000.0,10,657.0,3200000.0,1900000.0,2900000.0,1100000.0, Approved
3, Not Graduate, No,2400000.0,9300000.0,2,682.0,3100000.0,4400000.0,5200000.0,1500000.0, Approved
0, Graduate, No,600000.0,,10,588.0,1600000.0,,,, Approved
5, Graduate, Yes,,,10,359.0,2100000.0,13600000.0,,9400000.0, Rejected
0, Graduate, No,,,4,766.0,900000.0,300000.0,,, Approved
4, Graduate, No,5900000.0,19900000.0,14,469.0,14200000.0,6800000.0,22100000.0,3200000.0, Rejected
0, Graduate, Yes,700000.0,,10,618.0,1300000.0,200000.0,,500000.0, Approved
0, Not Graduate, Yes,8600000.0,17700000.0,20,711.0,,,30800000.0,7400000.0, Approved
0, Graduate, Yes,9000000.0,,4,549.0,2000000.0,8900000.0,20000000.0,, Approved
3, Graduate, Yes,5100000.0,20400000.0,6,754.0,1700000.0,2600000.0,11800000.0,7600000.0, Approved
4, Not Graduate, Yes,,,6,461.0,1300000.0,500000.0,,, Rejected
2, Graduate, No,1600000.0,3800000.0,10,837.0,3800000.0,1100000.0,5500000.0,1600000.0, Approved
0, Graduate, Yes,,23900000.0,14,459.0,1000000.0,13400000.0,21100000.0,7200000.0, Rejected
4, Graduate, No,7800000.0,29700000.0,20,614.0,,700000.0,26800000.0,6300000.0, Approved
4, Not Graduate, No,6500000.0,24000000.0,16,373.0,5600000.0,5100000.0,15600000.0,6700000.0, Rejected
5, Graduate, Yes,7500000.0,26500000.0,12,512.0,16500000.0,2900000.0,23700000.0,6000000.0, Rejected
4, Graduate, Yes,8900000.0,23400000.0,18,781.0,16500000.0,3100000.0,24900000.0,5800000.0, Approved
4, Graduate, Yes,1800000.0,5800000.0,14,,600000.0,3300000.0,3600000.0,2000000.0, Rejected
1, Not Graduate, Yes,7600000.0,27800000.0,6,447.0,1300000.0,700000.0,20100000.0,10900000.0, Rejected
4, Graduate, Yes,1200000.0,4600000.0,6,757.0,1900000.0,200000.0,4800000.0,1500000.0, Approved
5, Graduate, Yes,2700000.0,10400000.0,2,723.0,2800000.0,700000.0,10300000.0,1400000.0, Approved
1, Not Graduate, Yes,4600000.0,10900000.0,12,463.0,1200000.0,1200000.0,10900000.0,6600000.0, Rejected
2, Not Graduate, No,6900000.0,18700000.0,10,699.0,12800000.0,5700000.0,21200000.0,5200000.0, Approved
