no_of_dependents, education, self_employed, income_annum, loan_term, cibil_score, loan_status
0,0,1,9200000.0,2,868.0,0
2,0,1,6900000.0,4,763.0,0
5,1,1,5100000.0,14,527.0,1
4,0,0,3400000.0,2,741.0,0
4,1,1,8600000.0,12,802.0,0
3,1,1,9200000.0,8,538.0,1
5,0,1,4800000.0,4,523.0,0
4,1,0,2800000.0,14,381.0,1
1,0,1,3400000.0,4,534.0,1
5,1,1,800000.0,14,574.0,0
1,1,0,4100000.0,6,405.0,1
0,1,0,1900000.0,16,542.0,1
5,0,1,6700000.0,14,820.0,0
0,0,0,5200000.0,2,505.0,1
3,0,1,6700000.0,2,508.0,1
1,1,1,4700000.0,20,835.0,0
0,1,0,6000000.0,12,826.0,0
5,1,1,6500000.0,12,427.0,1
3,0,0,5044056.782215359,12,730.9240367371365,0
4,1,0,5700000.0,2,333.0,1
4,1,1,6800000.0,12,679.0,0
5,1,0,3100000.0,18,805.0,0
3,1,0,5100000.0,16,826.0,0
1,1,1,6300000.0,10,844.0,0
5,0,1,4400000.0,10,663.0,0
1,1,0,8100000.0,6,686.8518465910532,0
1,1,0,1100000.0,2,508.0,0
0,0,1,2400000.0,4,581.0,0
3,0,1,7000000.0,12,481.0,1
1,0,1,8700000.0,12,543.0,1
0,1,1,3500000.0,10,448.0,1
1,0,1,1600000.0,4,713.0,0
5,1,1,7800000.0,16,493.0,1
2,1,0,3700000.0,10,819.0,0
4,0,0,5050730.596701131,18,827.0,0
0,1,0,4800000.0,10,398.0,1
0,0,1,2900000.0,18,692.0,0
5,0,1,5000000.0,18,509.0,1
0,0,1,7600000.0,16,439.0,1
1,0,0,3000000.0,4,622.0,0
3,1,1,5029366.641745434,18,526.0,1
5,1,1,6800000.0,8,865.0,0
5,1,1,5048009.913144908,2,385.4798731896542,1
0,0,1,1200000.0,4,768.0,0
5,1,1,7400000.0,16,854.0,0
4,0,0,6900000.0,4,839.0,0
0,1,1,9100000.0,18,414.0,1
0,0,1,1300000.0,16,530.0,1
3,0,0,6600000.0,10,841.0,0
3,1,1,1800000.0,14,670.0,0
5,1,1,8200000.0,14,726.0,0
4,1,0,2800000.0,14,352.0,1
1,0,1,7000000.0,4,554.0,0
4,0,0,700000.0,18,728.0,0
0,1,0,7400000.0,6,463.0,1
5,1,1,2300000.0,10,431.0,1
1,0,1,600000.0,8,445.0,1
5,0,0,1000000.0,4,678.2043085441421,0
1,1,1,2200000.0,8,420.0,1
1,1,0,8000000.0,2,652.4145393415129,0
4,1,0,8600000.0,10,867.0,0
3,1,1,7500000.0,2,342.0,0
5,1,1,5200000.0,18,711.0,0
2,1,0,7900000.0,2,723.0,0
1,0,1,4200000.0,4,704.0,0
0,0,0,6500000.0,16,842.0,0
0,0,1,7400000.0,12,600.0,0
3,1,0,9100000.0,12,688.0,0
0,1,0,800000.0,16,739.0,0
1,0,1,800000.0,10,798.0,0
5,0,1,4100000.0,4,426.8381122306889,1
5,0,1,4200000.0,6,583.0,0
3,0,1,4800000.0,12,535.0,1
3,1,1,8300000.0,8,696.0,0
4,1,0,7600000.0,8,672.0,0
4,0,0,5100000.0,20,410.0,1
5,0,0,3600000.0,14,546.0,1
3,1,1,5400000.0,16,550.0,0
5,1,0,700000.0,4,344.0,1
2,1,1,4982618.160777949,10,743.0,0
4,0,0,5053378.417915096,4,772.0,0
0,0,1,9400000.0,12,434.8523060095,1
3,0,1,3200000.0,18,376.0,1
0,0,1,3700000.0,10,747.0,0
2,0,1,4200000.0,6,710.0,0
2,1,0,7000000.0,6,673.5357246619515,0
3,1,0,3200000.0,16,492.0,1
5,0,0,7900000.0,2,559.0,0
3,1,0,2200000.0,18,461.0444674545543,1
0,0,1,2700000.0,6,744.0,0
5,1,0,6800000.0,12,690.0,0
3,0,1,6300000.0,4,347.0,0
5,0,1,9000000.0,2,677.0,0
1,0,0,4700000.0,4,468.0,0
2,1,0,8100000.0,4,674.0,0
2,1,0,9000000.0,14,353.0,1
4,1,0,3800000.0,8,727.0,0
4,1,1,8800000.0,10,512.0,1
3,1,1,8700000.0,18,454.0,1
5,1,0,5000000.0,14,459.8535900062918,1
0,1,1,6000000.0,10,480.0,1
2,0,1,9100000.0,16,685.0,0
1,0,0,7400000.0,6,460.0,1
1,1,1,8300000.0,16,704.0,0
1,0,1,7600000.0,12,692.0,0
1,1,1,3500000.0,4,398.0,1
5,0,1,1000000.0,18,711.9774261924115,0
5,0,1,5049539.539044209,4,860.0,0
2,0,1,5700000.0,18,330.0,1
5,0,0,700000.0,16,447.0,1
0,1,1,4966622.710592439,12,788.0,0
1,1,0,9300000.0,6,526.0,1
0,0,0,5019496.21667696,18,577.0,0
4,0,1,8700000.0,16,372.0,1
5,0,1,7300000.0,14,759.0,0
3,0,1,4100000.0,10,465.0,1
2,0,0,2900000.0,4,789.0,0
3,0,1,7500000.0,2,680.0,0
1,0,0,7900000.0,20,681.0,0
1,0,1,6900000.0,16,673.0,0
0,1,0,6900000.0,10,434.5887397295684,1
0,1,0,4800000.0,16,551.0,0
5,0,1,7700000.0,8,453.0,1
3,1,0,6900000.0,4,650.0,0
1,1,0,1200000.0,4,439.0,0
1,0,0,2900000.0,4,658.0,0
4,0,1,5500000.0,6,379.0,1
4,0,1,3200000.0,4,450.0,0
5,1,0,2600000.0,4,849.0,0
0,0,0,5019496.21667696,18,865.0,0
0,0,0,1800000.0,10,853.0,1
0,1,0,1300000.0,12,555.0,0
1,1,0,4984565.738781719,20,821.0,0
0,1,0,2000000.0,2,820.0,0
1,1,0,5100000.0,4,721.0,0
4,0,1,8200000.0,20,831.0,0
5,1,0,4200000.0,18,571.0,0
2,1,1,1300000.0,8,582.0,0
1,1,1,4600000.0,18,487.0,1
1,1,0,6600000.0,12,758.0,0
2,0,1,8300000.0,16,636.0,0
0,0,0,6900000.0,16,857.0,0
4,0,1,4700000.0,8,678.0,0
1,0,0,7900000.0,8,551.0,0
3,1,0,8800000.0,16,668.0,0
1,0,0,6500000.0,2,672.0,0
3,1,0,3500000.0,4,439.0,0
2,1,1,8200000.0,16,636.0,0
0,1,1,2000000.0,14,393.0,1
5,1,0,2700000.0,2,848.0,0
0,0,1,5300000.0,4,790.0,0
2,1,0,5035475.081656862,6,418.3817813549365,1
2,1,1,5000000.0,14,775.0,0
2,1,0,9100000.0,20,403.0,1
3,1,1,7600000.0,14,867.0,0
0,0,0,5200000.0,18,558.0,0
5,0,0,1800000.0,4,548.0,0
0,1,0,7300000.0,16,486.0,1
4,0,0,3200000.0,6,635.0,0
5,0,0,5200000.0,2,538.0,0
4,1,0,7100000.0,14,496.0,1
4,0,1,1400000.0,6,411.0,1
4,1,0,2700000.0,6,857.0,0
5,0,1,6500000.0,10,360.0,1
4,0,0,9300000.0,18,461.0,1
0,0,1,6700000.0,16,638.0,0
5,0,0,6800000.0,6,865.0,0
5,1,0,5600000.0,4,449.0,1
1,1,1,1900000.0,2,671.6356454763484,0
5,1,0,8400000.0,6,815.0,0
2,1,1,2500000.0,16,454.0,1
1,1,1,2900000.0,18,783.0,0
3,0,1,3200000.0,2,543.0,1
4,1,1,3000000.0,2,786.0,0
3,0,1,800000.0,20,395.0,1
2,1,1,4984131.201471643,2,667.4400860159742,0
2,1,0,4400000.0,20,488.0,1
2,1,1,8700000.0,10,829.0,0
4,1,0,7400000.0,6,677.0,0
4,1,1,5700000.0,12,645.0,0
5,1,1,5006043.945796078,10,788.0,0
2,1,0,7000000.0,6,649.0,0
2,1,0,8900000.0,4,519.0,1
3,0,1,3100000.0,14,772.0,0
4,0,0,2200000.0,12,330.0,1
5,1,1,7100000.0,4,557.0,0
4,0,1,8200000.0,6,334.0,1
3,0,1,5072862.234993566,12,487.0,1
2,0,1,3900000.0,8,539.0,1
2,0,1,2200000.0,8,710.0,0
5,1,1,600000.0,20,718.1318589651206,0
4,1,1,6900000.0,10,512.0,1
2,0,1,7400000.0,18,561.0,0
3,1,1,4000000.0,6,539.0,1
3,1,1,700000.0,18,544.0,1
2,1,1,1900000.0,16,631.0,0
2,0,0,2200000.0,20,546.0,1
1,0,1,2000000.0,14,569.0,0
4,1,0,7400000.0,6,384.0,1
2,1,1,2300000.0,6,583.0,0
5,1,1,4000000.0,12,517.0,1
3,0,1,1500000.0,18,420.0,1
2,1,1,5200000.0,18,644.0,0
2,0,0,5400000.0,8,349.0,1
3,0,0,7700000.0,18,662.0,0
0,1,1,1900000.0,20,704.0,0
4,1,1,6400000.0,2,424.7416782381072,1
5,0,0,700000.0,18,757.0,0
3,0,1,5800000.0,16,361.0,1
1,0,0,1800000.0,4,415.0,0
5,0,1,4300000.0,18,618.0,0
4,0,0,8000000.0,8,524.0,1
0,1,0,1100000.0,18,715.296770153986,0
2,1,1,8800000.0,12,729.0,0
4,0,0,4800000.0,14,774.0,0
0,1,1,4965109.669898746,20,724.0,0
5,0,1,1400000.0,16,459.1479433943048,1
5,0,0,2500000.0,16,590.0,0
5,0,0,8100000.0,8,796.0,0
0,0,1,6100000.0,6,674.0374673454937,0
0,1,1,2000000.0,16,651.0,0
4,1,0,4800000.0,12,634.0,0
4,0,1,900000.0,2,660.0,0
4,1,0,1300000.0,12,512.0,1
4,1,1,4200000.0,2,677.4684982148948,0
2,0,1,3300000.0,20,823.0,0
2,1,1,8700000.0,12,687.8331700625615,0
1,1,1,800000.0,2,439.0,0
5,0,1,7400000.0,2,441.0,1
3,1,0,6900000.0,6,360.0,1
1,0,1,8800000.0,14,561.0,0
2,0,1,8600000.0,4,758.0,0
2,0,0,5400000.0,18,621.0,0
4,0,1,2900000.0,18,621.0,0
3,0,0,5084509.708870495,12,342.0,1
4,0,0,3300000.0,4,552.0,0
0,1,0,5017588.330604236,18,376.0,1
0,0,0,1500000.0,12,801.0,0
3,1,1,5400000.0,4,512.0,0
0,0,0,6600000.0,18,497.0,1
0,0,0,5700000.0,8,386.0,1
3,1,1,8500000.0,2,683.0,0
0,0,0,7400000.0,16,779.0,0
3,1,1,7800000.0,6,692.0450724122912,0
3,0,1,7200000.0,18,515.0,1
2,1,0,7600000.0,12,463.0,1
4,1,1,7000000.0,4,486.0,0
0,1,0,5700000.0,6,439.97738514705134,1
2,1,0,8200000.0,10,343.0,1
0,0,1,9000000.0,8,712.0,0
3,1,0,3900000.0,6,607.0,0
0,0,0,6500000.0,4,812.0,0
4,1,1,2300000.0,16,589.0,0
1,1,0,5700000.0,18,657.0,0
4,1,0,800000.0,12,453.0,1
4,1,1,8400000.0,14,713.6192337331025,0
1,0,1,4300000.0,4,564.0,0
1,1,1,5013371.191559925,20,419.0,1
1,0,0,8700000.0,16,663.0,0
1,1,0,4400000.0,4,679.8974467195529,0
1,0,1,5600000.0,16,528.0,1
2,0,0,600000.0,12,475.0,1
4,1,1,2500000.0,20,695.0,0
5,1,0,3800000.0,10,759.0,0
2,1,0,2500000.0,4,636.0,0
3,1,1,5500000.0,10,546.0,1
5,0,1,4500000.0,2,639.0,0
4,1,0,1900000.0,10,388.0,1
5,0,1,6400000.0,12,594.0,0
1,1,1,3800000.0,6,760.0,0
4,1,1,6300000.0,16,582.0,0
3,1,0,5002830.750007769,6,682.3213238456618,0
5,1,1,7100000.0,18,710.4702727481496,0
2,1,1,600000.0,2,495.0,1
3,0,1,4400000.0,16,865.0,0
4,1,0,7600000.0,12,775.0,0
5,0,1,8700000.0,10,434.3447536583019,1
3,0,1,5600000.0,12,395.0,1
4,1,0,4100000.0,14,772.0,0
2,1,1,7900000.0,18,477.64217875590185,1
3,1,1,5600000.0,14,649.0,0
3,1,0,1200000.0,10,438.0,1
5,0,0,6900000.0,6,588.0,0
5,1,0,2700000.0,2,815.0,0
4,0,1,5082183.870693303,4,364.0,1
2,1,0,9300000.0,4,586.0,0
4,1,0,6700000.0,12,555.0,0
4,0,0,1300000.0,10,440.5445442399516,1
2,0,1,7900000.0,16,605.0,0
5,1,0,6700000.0,18,672.0,0
2,1,1,2100000.0,18,591.0,0
4,0,1,4700000.0,4,428.0687937849649,1
2,0,0,3700000.0,16,393.0,1
0,0,1,5800000.0,2,561.0,0
5,0,1,2400000.0,20,725.0,0
1,1,1,8100000.0,16,438.0,1
5,0,1,5400000.0,12,399.0,1
0,0,0,1400000.0,8,592.0,0
2,1,0,2500000.0,8,835.0,0
0,1,1,1600000.0,4,733.0,0
0,1,0,3700000.0,20,484.0,1
5,1,1,5004152.644928961,20,615.0,0
3,1,1,5300000.0,4,591.0,0
0,0,1,2800000.0,12,349.0,1
1,0,1,5056110.264461209,18,478.0,1
4,0,0,2200000.0,20,633.0,0
1,1,1,8400000.0,8,378.0,1
1,1,0,2100000.0,20,461.0,1
2,1,1,2800000.0,2,834.0,0
0,1,0,2500000.0,20,671.0,0
3,0,1,1700000.0,10,524.0,1
3,0,0,6100000.0,4,816.0,0
3,0,0,4100000.0,10,729.0,0
5,1,1,4500000.0,8,435.23506342437736,1
2,0,1,5600000.0,8,350.0,1
3,1,1,5800000.0,10,444.0,1
4,1,0,8600000.0,10,690.0592362499717,0
2,0,0,2900000.0,20,708.0,0
2,1,1,8300000.0,2,355.0,1
5,1,0,2400000.0,6,756.0,0
4,0,0,5600000.0,4,719.0,0
1,0,1,5056866.784808056,14,439.0,1
4,1,1,4900000.0,10,668.0,0
4,1,1,5900000.0,2,765.0,0
5,0,1,5049539.539044209,4,476.0,0
3,0,0,7000000.0,14,781.0,0
1,1,0,3500000.0,4,350.0,0
0,0,0,5200000.0,16,783.0,0
3,0,1,6300000.0,12,770.0,0
2,1,0,8400000.0,10,822.0,0
1,1,1,7500000.0,14,469.0,1
2,0,0,3300000.0,16,449.6487638193237,1
2,1,0,8800000.0,14,692.0,0
5,0,0,5058539.191707174,18,707.0,0
5,1,1,8000000.0,4,658.0,0
3,0,0,1000000.0,6,625.0,0
1,0,0,9400000.0,10,343.0,1
5,0,0,2100000.0,18,358.0,1
4,0,1,5400000.0,20,705.0,0
2,0,1,4700000.0,8,799.0,0
3,0,0,8800000.0,12,397.0,1
5,0,0,3200000.0,6,493.0,1
0,0,1,7200000.0,4,446.0,0
2,1,1,2500000.0,16,456.4347495061608,1
5,1,1,6900000.0,14,713.3433861855121,0
5,0,1,5700000.0,16,429.0,1
4,0,1,5500000.0,18,673.0,0
4,1,1,9200000.0,10,731.0,0
5,0,1,5700000.0,2,732.0,0
5,0,1,5000000.0,14,525.0,1
4,1,0,2300000.0,6,343.0,1
0,1,1,3000000.0,16,331.0,1
0,1,0,7900000.0,18,845.0,0
2,0,0,2000000.0,16,696.0,0
5,1,0,2700000.0,14,772.0,0
3,0,1,6400000.0,18,628.0,0
0,1,1,8200000.0,2,764.0,0
1,0,0,2800000.0,14,553.0,0
1,1,0,8900000.0,2,653.0,0
1,1,0,5100000.0,4,506.0,0
3,0,0,2800000.0,20,431.0,1
2,1,1,6100000.0,18,697.0,0
2,1,0,8400000.0,6,588.0,0
1,1,0,1600000.0,6,846.0,0
5,0,0,4100000.0,14,379.0,1
1,1,0,4986457.039648836,10,745.0,0
3,0,0,5082996.668176801,20,523.0,1
4,0,1,8300000.0,4,624.0,0
1,0,0,4600000.0,16,407.0,1
3,1,1,5600000.0,12,756.0,0
3,0,1,4100000.0,16,351.0,1
3,1,0,3700000.0,18,373.0,1
4,1,1,800000.0,2,461.0,0
4,0,0,8100000.0,12,672.0,0
2,0,1,2700000.0,10,434.0,1
2,1,1,7000000.0,12,541.0,1
3,1,1,8100000.0,2,413.0,0
1,0,0,3200000.0,4,592.0,0
4,1,1,4998235.350790035,10,665.0,0
1,0,0,7800000.0,4,672.6125629921645,0
0,1,0,5800000.0,14,673.0,0
0,1,1,2600000.0,8,382.0,1
5,1,0,5400000.0,12,661.0,0
3,0,1,600000.0,4,576.0,0
1,0,0,600000.0,14,443.0,1
5,0,1,5087722.904658805,16,437.317030277588,1
4,0,1,1900000.0,12,656.0,0
1,0,1,5018305.159020037,4,656.06874494485,0
3,0,0,7800000.0,20,735.7480543682959,0
5,1,0,4900000.0,2,802.0,0
3,0,1,8300000.0,2,650.0,0
4,1,1,3900000.0,10,665.0,0
2,0,0,9000000.0,12,339.0,1
1,1,0,5025018.665436855,20,447.0,1
5,1,1,1000000.0,18,613.0,0
5,0,0,2800000.0,16,424.0,1
2,1,0,8300000.0,6,667.0,0
4,1,1,6900000.0,18,715.0,0
5,1,1,3800000.0,18,654.0,0
2,1,0,8000000.0,20,549.0,1
4,0,1,5041730.944038166,4,373.0,0
0,0,1,2900000.0,16,332.0,1
4,0,0,7900000.0,20,534.0,1
3,1,0,4600000.0,8,396.0,1
2,0,0,1000000.0,18,714.5084053666161,0
5,0,0,9000000.0,14,602.0,0
0,0,1,9400000.0,10,615.0,0
5,0,1,7400000.0,20,482.0,1
0,0,0,6600000.0,16,397.0,1
0,1,0,1300000.0,10,464.0,1
0,0,1,1100000.0,14,832.0,0
5,0,0,9200000.0,12,802.0,0
2,0,0,7000000.0,18,628.0,0
4,0,0,5100000.0,10,694.0,0
1,1,1,3200000.0,20,741.0,0
1,1,1,3700000.0,14,748.0,0
5,0,0,3600000.0,4,671.8653322843556,0
1,0,0,5600000.0,10,774.0,0
0,1,1,4968514.011459557,2,500.0,0
4,1,0,1500000.0,18,706.0,0
4,1,0,7400000.0,10,601.0,0
2,0,0,6000000.0,16,806.0,0
0,0,1,3000000.0,6,644.0,0
4,0,1,6000000.0,14,723.0,0
5,0,1,600000.0,12,509.0,1
0,0,0,1800000.0,4,673.6282804232658,0
2,0,1,5500000.0,2,567.0,0
1,0,0,1000000.0,6,715.0,0
2,1,1,1700000.0,10,854.0,0
1,0,1,3400000.0,8,523.0,1
1,0,1,5058001.565328326,8,534.0,1
0,1,1,2600000.0,18,470.0,1
1,0,0,1600000.0,18,619.0,0
0,0,1,4300000.0,20,572.0,0
3,0,0,1400000.0,16,365.0,1
0,1,0,8000000.0,16,791.0,0
4,1,1,5000000.0,12,424.0,1
5,0,0,4500000.0,12,726.0,0
1,0,0,3400000.0,2,736.0,0
5,0,1,5700000.0,14,488.0,1
2,1,1,2600000.0,10,400.0,1
0,0,1,4500000.0,20,467.010039029656,1
2,1,1,5100000.0,2,504.0,0
4,1,1,5100000.0,20,457.6030399704911,1
5,0,1,1700000.0,14,587.0,0
1,1,0,5200000.0,20,481.7351133518176,1
4,1,0,8400000.0,2,463.0,0
1,1,1,9000000.0,16,842.0,0
4,0,1,3400000.0,20,616.0,0
1,1,0,5400000.0,8,800.0,0
0,0,1,700000.0,12,813.0,0
2,0,0,7600000.0,12,564.0,0
2,1,0,5000000.0,12,837.0,0
5,1,1,2500000.0,16,735.0,0
4,1,1,2000000.0,16,724.0,0
5,1,0,9000000.0,12,658.0,0
5,0,0,8300000.0,16,858.0,0
0,1,1,3100000.0,8,614.0,0
2,0,1,8500000.0,16,714.0,0
2,0,1,1200000.0,20,605.0,0
4,0,1,2800000.0,8,691.7190776011071,0
5,0,1,2800000.0,6,359.0,1
5,0,1,6500000.0,6,441.0,1
4,0,0,8700000.0,18,790.0,0
1,1,1,5400000.0,4,821.0,0
2,1,0,8600000.0,16,375.0,1
3,0,0,4700000.0,10,545.0,1
5,1,1,1100000.0,4,674.468633019281,0
0,0,0,6400000.0,8,486.0,1
0,0,0,4300000.0,4,696.0,0
5,1,1,2900000.0,4,683.0,0
5,1,0,5018069.679846431,8,594.0,0
3,1,1,900000.0,20,529.0,1
5,1,0,8100000.0,4,429.0,0
0,1,1,8800000.0,4,400.0,1
0,0,0,8800000.0,4,848.0,0
1,1,0,6400000.0,6,489.0,1
2,0,0,2900000.0,10,446.329942659777,1
5,0,0,1600000.0,8,663.0,0
1,1,0,1600000.0,18,729.0,0
2,0,1,3100000.0,4,398.0,0
2,1,1,5600000.0,14,856.0,0
3,0,1,8100000.0,20,347.0,1
3,1,0,9100000.0,12,696.0,0
0,0,1,5500000.0,8,353.0,1
1,0,1,5015279.07763265,20,756.0,0
4,0,0,2300000.0,16,490.0,1
1,1,1,5600000.0,10,531.0,1
2,1,1,4500000.0,4,679.0,0
1,0,1,5017548.63867319,8,715.9784837320475,0
0,0,0,4200000.0,20,817.0,0
1,1,0,9100000.0,18,792.0,0
4,0,1,3200000.0,18,664.0,0
4,0,1,6200000.0,16,698.0634264173624,0
3,1,1,2500000.0,10,768.0,0
0,0,0,9100000.0,12,787.0,0
3,0,1,5072862.234993566,12,538.0,1
4,1,0,6900000.0,8,347.0,1
0,0,1,1800000.0,16,454.5207419007121,1
0,0,1,4000000.0,2,713.0,0
1,1,0,3900000.0,10,683.0,0
2,1,1,8000000.0,18,765.0,0
5,0,0,900000.0,10,803.0,0
0,0,1,8200000.0,6,405.0,1
5,0,0,2300000.0,4,529.0,1
5,0,1,6900000.0,6,801.0,0
3,1,0,8800000.0,12,707.0,0
1,0,0,2600000.0,8,349.0,1
1,0,0,3700000.0,20,726.2651724614003,0
2,0,1,6200000.0,4,489.0,0
3,0,1,1000000.0,6,341.0,1
1,1,0,6000000.0,12,637.0,0
1,1,1,9100000.0,4,672.2654566786049,0
1,0,0,1700000.0,16,537.0,1
5,1,1,1700000.0,12,503.0,1
1,0,0,7100000.0,12,720.0,0
5,0,0,9400000.0,10,509.0,1
5,1,0,6200000.0,6,360.0,1
1,0,0,8300000.0,16,818.0,0
1,0,1,8900000.0,8,716.0,0
1,0,1,6500000.0,12,360.0,1
3,0,1,8100000.0,10,681.0243173539783,0
2,1,0,4900000.0,8,439.07600902458944,1
4,0,0,9100000.0,2,812.0,0
3,0,1,9000000.0,16,456.0,1
4,0,1,1300000.0,16,566.0,0
1,1,0,6700000.0,20,598.0,0
5,1,0,3200000.0,6,656.0,0
0,1,0,7500000.0,2,654.1968303001289,0
3,0,0,4900000.0,14,653.0,0
1,1,1,700000.0,16,641.0,0
2,0,0,6400000.0,8,544.0,1
0,1,1,3900000.0,20,811.0,0
4,0,0,5092696.564049962,10,460.0,1
5,0,1,3600000.0,12,795.0,0
2,0,1,3400000.0,4,745.0,0
0,1,0,4977513.664122523,16,606.0,0
1,1,0,5100000.0,6,451.0,1
4,0,1,5900000.0,8,479.0,1
5,0,0,1200000.0,14,495.0,1
2,1,0,4993509.114308032,14,769.0,0
5,1,1,4700000.0,4,639.0,0
5,0,0,4200000.0,18,723.0,0
4,0,0,9300000.0,16,623.0,0
3,1,1,5300000.0,6,487.0,1
0,0,0,7600000.0,2,743.0,0
2,0,0,6200000.0,12,754.0,0
0,0,0,8900000.0,10,552.0,0
4,1,1,7900000.0,10,560.0,0
1,0,1,3500000.0,14,632.0,0
2,0,0,5300000.0,18,339.0,1
2,1,0,1400000.0,4,681.6325868675355,0
1,1,1,9100000.0,20,535.0,1
4,1,0,4400000.0,4,563.0,0
5,1,0,2800000.0,14,615.0,0
3,1,0,1300000.0,8,795.0,0
4,0,0,8400000.0,14,693.1359363252884,0
5,0,1,5300000.0,6,633.0,0
2,0,0,6000000.0,4,533.0,1
2,1,1,2100000.0,12,795.0,0
0,1,0,4300000.0,4,374.0,1
4,1,1,7300000.0,12,848.0,0
2,0,0,5200000.0,12,696.0431648271688,0
3,0,0,4700000.0,14,444.0,1
4,0,0,7800000.0,4,803.0,0
3,0,1,5031274.527818159,18,618.0,0
1,1,1,6000000.0,14,845.0,0
4,0,0,4800000.0,12,833.0,0
3,0,1,8900000.0,12,767.0,0
1,0,1,1800000.0,16,747.0,0
2,0,0,3000000.0,4,588.0,0
4,1,0,7700000.0,20,582.0,0
1,1,0,8300000.0,14,348.0,1
4,1,0,4200000.0,4,726.0,0
4,0,1,8000000.0,6,482.0,1
2,0,1,9400000.0,16,565.0,0
1,0,0,800000.0,16,710.6033060128703,0
0,0,1,5010496.564013994,4,825.0,0
2,0,1,6100000.0,8,694.0,0
3,0,1,8500000.0,20,448.0,1
5,0,1,7600000.0,12,452.0,1
3,1,0,8700000.0,12,718.2253240308714,0
4,1,0,9400000.0,10,803.0,0
1,1,1,4975187.82594533,8,828.0,0
0,0,0,2700000.0,6,832.0,0
1,1,1,2300000.0,6,861.0,0
0,0,0,7500000.0,2,535.0,1
4,1,1,7100000.0,16,363.0,1
1,1,1,8800000.0,8,631.0,0
2,1,0,8400000.0,6,513.0,1
0,0,1,4700000.0,16,447.2760508804945,1
1,0,0,6900000.0,2,809.0,0
3,1,0,2400000.0,10,531.0,1
1,1,1,1600000.0,14,544.0,1
0,0,0,3500000.0,14,366.0,1
0,1,0,3700000.0,14,797.0,0
1,1,0,3200000.0,16,597.0,0
2,1,1,7000000.0,12,632.0,0
5,1,0,9300000.0,12,741.0,0
0,1,0,5017210.070430812,20,331.0,1
4,0,0,6900000.0,8,426.0,1
3,1,0,9000000.0,8,533.0,1
1,1,0,6900000.0,16,394.0,1
0,0,0,7500000.0,14,694.9300771529065,0
5,1,0,9200000.0,8,527.0,1
1,0,0,4600000.0,8,468.0,1
4,0,1,5000000.0,18,611.0,0
2,0,0,4500000.0,6,832.0,0
0,0,0,7900000.0,18,508.0,1
5,1,0,5100000.0,20,840.0,0
4,0,0,3700000.0,14,794.0,0
1,1,0,5300000.0,12,694.0411771500586,0
4,1,0,5008748.044146694,16,765.0,0
3,0,1,9000000.0,16,518.0,1
3,1,0,6900000.0,4,694.0,0
2,1,0,700000.0,8,663.0,0
0,0,0,2500000.0,2,662.0,0
0,1,0,4600000.0,14,642.0,0
4,0,0,1000000.0,10,701.0,0
4,1,1,9200000.0,6,632.0,0
3,0,1,2200000.0,2,861.0,0
4,0,1,5040217.903344472,12,784.0,0
0,0,1,5500000.0,4,332.0,0
4,1,1,1300000.0,2,763.0,0
1,1,1,7900000.0,2,593.0,0
2,1,0,4300000.0,6,512.0,1
0,1,0,3800000.0,6,655.0,0
3,1,0,8700000.0,8,369.0,1
3,0,0,1300000.0,14,348.0,1
1,1,1,6800000.0,10,736.0,0
1,1,0,9100000.0,20,353.0,1
0,0,0,3000000.0,16,478.0,1
0,1,1,1200000.0,4,827.0,0
1,1,1,5000000.0,12,517.0,1
5,0,1,5046891.717830245,18,648.0,0
2,1,1,7000000.0,10,689.0,0
1,0,0,4100000.0,20,550.0,0
0,0,1,5300000.0,20,826.0,0
1,1,0,7300000.0,14,599.0,0
1,0,0,6500000.0,16,815.0,0
4,0,1,600000.0,4,761.0,0
3,1,1,5200000.0,20,432.0,1
4,1,1,2800000.0,18,442.0,1
1,0,1,7800000.0,6,620.0,0
2,0,0,3000000.0,4,476.0,1
4,0,0,9300000.0,6,837.0,0
3,1,1,5100000.0,6,510.0,1
4,1,1,4300000.0,18,849.0,0
3,0,0,1100000.0,8,737.0,0
2,0,0,6500000.0,10,809.0,0
3,1,0,6400000.0,8,520.0,1
2,1,0,7400000.0,16,834.0,0
4,0,0,8700000.0,8,397.0,1
0,1,0,9200000.0,14,438.0,1
1,0,1,6200000.0,18,820.0,0
1,1,0,1200000.0,20,468.3836904810843,1
1,1,1,7000000.0,14,837.0,0
5,0,1,3800000.0,2,571.0,0
0,0,0,4900000.0,14,479.0,1
2,0,1,7800000.0,6,533.0,1
1,1,1,7400000.0,8,695.5587970326934,0
1,1,0,7000000.0,16,460.0,1
1,1,0,4900000.0,2,636.0,0
3,1,0,5800000.0,20,434.0,1
5,1,0,2000000.0,18,516.0,1
4,0,0,8300000.0,2,382.0,1
0,0,1,1000000.0,12,616.0,0
3,0,0,5500000.0,6,745.0,0
5,0,0,1400000.0,6,697.0,0
4,0,0,3700000.0,6,364.0,1
2,1,1,2100000.0,2,566.0,0
4,1,0,6200000.0,12,462.0,1
0,1,0,9300000.0,2,331.0,0
3,1,1,5100000.0,12,839.0,0
0,0,1,7000000.0,4,702.0,0
3,0,1,5300000.0,2,580.0,0
3,0,0,900000.0,10,560.0,0
4,1,1,9400000.0,14,845.0,0
4,1,1,2600000.0,4,392.0,0
2,0,0,1500000.0,16,387.0,1
1,0,1,1800000.0,12,749.0,0
